X	fragments	sample
2x39	58247	Bladder111
35x52	12177	Bladder111
42x16	79061	Bladder111
51x59	21531	Bladder111
1x36	86096	Bladder111
10x53	15010	Bladder111
23x52	20511	Bladder111
26x37	28527	Bladder111
30x8	16517	Bladder111
70x29	112368	Bladder111
54x35	39485	Bladder111
8x18	55575	Bladder111
66x27	41193	Bladder111
57x37	29549	Bladder111
11x69	21300	Bladder111
37x60	35028	Bladder111
24x63	10183	Bladder111
58x14	75580	Bladder111
30x56	8715	Bladder111
19x44	36778	Bladder111
65x3	51317	Bladder111
45x41	71025	Bladder111
45x7	40451	Bladder111
55x5	31476	Bladder111
8x60	11283	Bladder111
54x57	15897	Bladder111
41x48	60087	Bladder111
7x55	28837	Bladder111
4x42	41225	Bladder111
1x50	92392	Bladder111
37x28	76544	Bladder111
46x50	42599	Bladder111
52x23	26657	Bladder111
41x67	37056	Bladder111
30x6	15594	Bladder111
8x64	15122	Bladder111
11x39	52187	Bladder111
58x58	38196	Bladder111
14x42	35574	Bladder111
68x36	33481	Bladder111
6x66	27473	Bladder111
42x44	28389	Bladder111
45x17	48041	Bladder111
48x5	24807	Bladder111
19x54	23372	Bladder111
6x11	32515	Bladder111
39x63	18788	Bladder111
36x30	23068	Bladder111
34x26	37409	Bladder111
11x29	41129	Bladder111
18x4	2771	Bladder111
18x42	7254	Bladder111
44x15	61345	Bladder111
43x9	66067	Bladder111
8x44	29353	Bladder111
55x64	16285	Bladder111
4x34	79810	Bladder111
20x25	37490	Bladder111
66x59	14113	Bladder111
38x69	54052	Bladder111
13x54	23465	Bladder111
54x19	24269	Bladder111
46x44	26843	Bladder111
25x56	11175	Bladder111
24x29	39263	Bladder111
39x69	62873	Bladder111
34x36	18928	Bladder111
61x33	26541	Bladder111
7x18	65145	Bladder111
65x40	23434	Bladder111
40x7	36342	Bladder111
3x72	77962	Bladder111
35x8	10352	Bladder111
8x3	28615	Bladder111
72x53	50658	Bladder111
54x66	20633	Bladder111
24x42	44189	Bladder111
41x32	58067	Bladder111
11x47	24161	Bladder111
64x23	51885	Bladder111
37x4	44380	Bladder111
19x7	29626	Bladder111
61x31	30991	Bladder111
18x34	11352	Bladder111
44x17	49205	Bladder111
6x39	60299	Bladder111
18x15	9005	Bladder111
54x65	13352	Bladder111
40x60	31276	Bladder111
14x2	26312	Bladder111
35x11	19330	Bladder111
10x58	16233	Bladder111
6x22	41993	Bladder111
10x67	14788	Bladder111
20x57	12493	Bladder111
9x7	19872	Bladder111
14x3	30173	Bladder111
16x37	19354	Bladder111
44x6	27632	Bladder111
72x36	49742	Bladder111
63x62	10691	Bladder111
35x50	35227	Bladder111
14x64	11154	Bladder111
38x7	50563	Bladder111
56x33	28833	Bladder111
22x54	13467	Bladder111
18x3	3931	Bladder111
31x27	21030	Bladder111
6x26	59274	Bladder111
9x31	36451	Bladder111
60x51	15358	Bladder111
36x41	33933	Bladder111
31x23	34334	Bladder111
68x39	47385	Bladder111
38x52	28178	Bladder111
47x59	19548	Bladder111
12x18	31956	Bladder111
25x19	39503	Bladder111
34x27	25438	Bladder111
17x42	51523	Bladder111
29x26	42472	Bladder111
1x48	114538	Bladder111
45x31	35266	Bladder111
40x29	65717	Bladder111
50x28	34924	Bladder111
41x43	53311	Bladder111
54x28	23963	Bladder111
2x26	62557	Bladder111
19x42	49981	Bladder111
12x38	26088	Bladder111
8x61	11696	Bladder111
65x26	36642	Bladder111
55x16	41848	Bladder111
33x44	22287	Bladder111
50x41	37586	Bladder111
58x17	47994	Bladder111
2x66	24059	Bladder111
15x27	28425	Bladder111
5x42	37034	Bladder111
65x61	9856	Bladder111
18x20	5745	Bladder111
20x47	44567	Bladder111
33x26	39485	Bladder111
49x36	33297	Bladder111
46x10	45678	Bladder111
40x53	23452	Bladder111
9x46	33454	Bladder111
46x31	47471	Bladder111
63x71	6571	Bladder111
52x1	50093	Bladder111
12x64	14017	Bladder111
38x48	111893	Bladder111
45x68	58114	Bladder111
51x28	32892	Bladder111
28x40	62501	Bladder111
25x32	32895	Bladder111
42x53	20180	Bladder111
45x69	38406	Bladder111
22x58	10866	Bladder111
63x46	27109	Bladder111
62x67	27062	Bladder111
21x20	40527	Bladder111
6x48	49766	Bladder111
45x49	18743	Bladder111
11x40	32263	Bladder111
3x44	35833	Bladder111
48x14	81542	Bladder111
31x39	57124	Bladder111
52x44	18538	Bladder111
11x21	54086	Bladder111
13x23	59977	Bladder111
27x42	34991	Bladder111
5x57	24202	Bladder111
55x40	37194	Bladder111
38x37	55745	Bladder111
13x39	47162	Bladder111
7x53	24146	Bladder111
16x29	28070	Bladder111
67x26	67578	Bladder111
32x32	22677	Bladder111
20x5	12876	Bladder111
21x4	12945	Bladder111
5x54	39974	Bladder111
26x58	13838	Bladder111
27x69	18676	Bladder111
59x30	37244	Bladder111
64x51	22024	Bladder111
2x67	32585	Bladder111
27x37	29793	Bladder111
52x11	30806	Bladder111
7x62	16311	Bladder111
41x16	66839	Bladder111
10x10	20702	Bladder111
1x9	72704	Bladder111
53x56	17193	Bladder111
29x32	35668	Bladder111
36x56	8010	Bladder111
66x17	58174	Bladder111
2x23	59197	Bladder111
31x12	20106	Bladder111
33x12	25668	Bladder111
26x31	29127	Bladder111
17x26	52568	Bladder111
41x65	23399	Bladder111
54x36	22054	Bladder111
65x23	32987	Bladder111
63x10	30381	Bladder111
6x16	57570	Bladder111
10x61	7160	Bladder111
13x43	39226	Bladder111
28x38	38328	Bladder111
40x49	35490	Bladder111
5x24	41904	Bladder111
52x69	31824	Bladder111
48x48	55575	Bladder111
64x21	69154	Bladder111
8x34	43652	Bladder111
67x40	39946	Bladder111
52x18	35103	Bladder111
25x12	50089	Bladder111
57x16	41358	Bladder111
38x4	49552	Bladder111
8x29	55672	Bladder111
39x28	44234	Bladder111
35x39	43380	Bladder111
13x19	50781	Bladder111
68x14	147758	Bladder111
63x36	17239	Bladder111
18x1	8475	Bladder111
48x65	21673	Bladder111
27x12	29771	Bladder111
53x54	26705	Bladder111
72x42	29806	Bladder111
18x45	7462	Bladder111
28x14	32418	Bladder111
68x26	79757	Bladder111
53x15	55604	Bladder111
1x2	122230	Bladder111
61x5	35479	Bladder111
44x58	35842	Bladder111
12x68	33515	Bladder111
13x34	44921	Bladder111
28x33	33094	Bladder111
67x16	115017	Bladder111
2x28	56900	Bladder111
2x4	59191	Bladder111
46x27	32279	Bladder111
12x5	23661	Bladder111
29x62	19306	Bladder111
35x57	7323	Bladder111
35x27	21374	Bladder111
60x68	38925	Bladder111
35x24	20175	Bladder111
45x22	33477	Bladder111
22x31	28151	Bladder111
17x8	30710	Bladder111
1x31	114809	Bladder111
47x40	65013	Bladder111
60x67	26920	Bladder111
47x44	27706	Bladder111
68x17	88064	Bladder111
28x4	17181	Bladder111
63x17	23398	Bladder111
20x43	32392	Bladder111
7x2	25867	Bladder111
10x3	20636	Bladder111
51x67	30724	Bladder111
30x44	33179	Bladder111
42x62	18070	Bladder111
53x32	50596	Bladder111
37x64	31002	Bladder111
7x68	30514	Bladder111
67x37	33735	Bladder111
23x59	15370	Bladder111
65x14	48983	Bladder111
39x12	36992	Bladder111
26x61	15885	Bladder111
58x41	32374	Bladder111
16x5	16587	Bladder111
48x56	20052	Bladder111
7x39	67300	Bladder111
8x58	21880	Bladder111
64x28	47818	Bladder111
10x69	16548	Bladder111
8x49	15880	Bladder111
4x72	81130	Bladder111
12x28	39582	Bladder111
41x27	36908	Bladder111
45x42	43657	Bladder111
27x19	39535	Bladder111
29x60	14297	Bladder111
31x58	15006	Bladder111
1x64	37593	Bladder111
31x16	41698	Bladder111
24x47	30416	Bladder111
26x20	49716	Bladder111
29x49	26612	Bladder111
60x12	37757	Bladder111
15x2	16730	Bladder111
14x29	33279	Bladder111
65x27	26809	Bladder111
14x17	31286	Bladder111
13x68	38570	Bladder111
62x23	56886	Bladder111
53x45	40213	Bladder111
21x36	37555	Bladder111
25x49	28777	Bladder111
35x18	31530	Bladder111
25x65	12028	Bladder111
47x11	51751	Bladder111
31x61	11463	Bladder111
6x9	32664	Bladder111
17x71	24179	Bladder111
51x1	61068	Bladder111
54x9	25885	Bladder111
28x60	12871	Bladder111
41x6	25294	Bladder111
43x66	32713	Bladder111
38x49	47342	Bladder111
5x4	61024	Bladder111
7x34	59282	Bladder111
50x19	38056	Bladder111
36x67	17456	Bladder111
72x31	98868	Bladder111
4x23	57162	Bladder111
55x17	29850	Bladder111
68x31	68123	Bladder111
49x29	34254	Bladder111
30x19	31396	Bladder111
67x34	42516	Bladder111
4x44	34235	Bladder111
56x23	38611	Bladder111
28x31	32580	Bladder111
51x54	23043	Bladder111
53x2	33149	Bladder111
49x60	18572	Bladder111
49x46	36582	Bladder111
19x26	65295	Bladder111
8x69	23747	Bladder111
57x11	40087	Bladder111
12x45	33384	Bladder111
46x61	13356	Bladder111
67x3	77675	Bladder111
52x57	16120	Bladder111
26x69	19059	Bladder111
62x30	34265	Bladder111
57x47	27668	Bladder111
34x50	44025	Bladder111
43x28	45381	Bladder111
25x52	16008	Bladder111
63x20	34699	Bladder111
54x69	25099	Bladder111
49x4	18036	Bladder111
29x66	19229	Bladder111
47x2	24677	Bladder111
66x30	33212	Bladder111
40x50	77162	Bladder111
52x16	40889	Bladder111
70x52	31684	Bladder111
15x20	40455	Bladder111
18x37	6537	Bladder111
46x7	31483	Bladder111
24x52	13092	Bladder111
1x62	31792	Bladder111
39x65	31594	Bladder111
67x21	111646	Bladder111
63x32	33493	Bladder111
12x12	32315	Bladder111
24x36	32235	Bladder111
15x69	19281	Bladder111
10x63	9572	Bladder111
11x6	27529	Bladder111
66x67	26340	Bladder111
63x66	17159	Bladder111
16x52	9070	Bladder111
10x21	55938	Bladder111
51x29	35688	Bladder111
3x21	72569	Bladder111
43x1	65022	Bladder111
49x19	39594	Bladder111
31x1	60856	Bladder111
67x65	13088	Bladder111
45x11	54386	Bladder111
26x45	40353	Bladder111
64x63	11849	Bladder111
2x2	42177	Bladder111
26x8	16944	Bladder111
6x53	24838	Bladder111
61x70	14213	Bladder111
19x58	24673	Bladder111
67x45	32921	Bladder111
63x30	17846	Bladder111
47x34	36938	Bladder111
52x4	14491	Bladder111
32x18	26705	Bladder111
30x60	13003	Bladder111
33x20	33184	Bladder111
57x5	33731	Bladder111
29x67	26310	Bladder111
45x44	26832	Bladder111
49x54	20757	Bladder111
67x31	48972	Bladder111
23x65	14667	Bladder111
36x15	24429	Bladder111
66x41	26155	Bladder111
62x66	24482	Bladder111
24x9	30138	Bladder111
31x13	23539	Bladder111
2x27	45035	Bladder111
38x35	70580	Bladder111
22x45	36639	Bladder111
33x29	39525	Bladder111
4x41	36667	Bladder111
47x10	52602	Bladder111
31x68	26822	Bladder111
31x50	39639	Bladder111
25x18	54752	Bladder111
29x56	10492	Bladder111
2x3	75802	Bladder111
72x12	28822	Bladder111
13x26	57956	Bladder111
26x44	22358	Bladder111
56x66	28025	Bladder111
70x22	130582	Bladder111
46x45	39140	Bladder111
62x3	85576	Bladder111
59x63	8746	Bladder111
20x23	28562	Bladder111
20x37	30418	Bladder111
56x6	24241	Bladder111
3x61	13415	Bladder111
47x49	21609	Bladder111
64x14	77036	Bladder111
11x22	60194	Bladder111
34x61	9910	Bladder111
29x14	32693	Bladder111
59x59	22085	Bladder111
45x1	58153	Bladder111
52x70	13008	Bladder111
52x28	33107	Bladder111
66x54	26006	Bladder111
42x40	69842	Bladder111
25x66	22747	Bladder111
4x15	52293	Bladder111
67x1	86302	Bladder111
20x68	31382	Bladder111
54x67	24849	Bladder111
25x53	16868	Bladder111
21x26	44476	Bladder111
56x12	27055	Bladder111
46x62	11136	Bladder111
46x15	46585	Bladder111
16x2	15496	Bladder111
41x47	40518	Bladder111
1x1	218501	Bladder111
25x4	17406	Bladder111
62x55	31858	Bladder111
53x14	60186	Bladder111
12x43	31976	Bladder111
44x3	37815	Bladder111
19x28	50887	Bladder111
18x57	2332	Bladder111
36x71	8187	Bladder111
65x31	33230	Bladder111
5x27	75172	Bladder111
2x52	33621	Bladder111
1x33	138246	Bladder111
61x41	26932	Bladder111
13x71	29634	Bladder111
58x52	19678	Bladder111
49x52	18644	Bladder111
33x62	12263	Bladder111
14x63	7989	Bladder111
43x35	46089	Bladder111
8x24	36880	Bladder111
38x44	44788	Bladder111
1x37	92308	Bladder111
43x36	33098	Bladder111
27x45	37169	Bladder111
8x36	40806	Bladder111
15x43	29265	Bladder111
33x38	35550	Bladder111
56x7	25579	Bladder111
43x52	18950	Bladder111
13x10	44074	Bladder111
44x46	29027	Bladder111
55x13	32166	Bladder111
21x35	32209	Bladder111
22x10	28307	Bladder111
54x34	42795	Bladder111
44x59	28684	Bladder111
6x35	47350	Bladder111
62x40	43502	Bladder111
28x26	40257	Bladder111
3x12	34040	Bladder111
66x50	35621	Bladder111
19x29	55977	Bladder111
60x24	29529	Bladder111
66x39	32582	Bladder111
35x45	20260	Bladder111
57x64	16696	Bladder111
16x11	16741	Bladder111
10x24	28767	Bladder111
68x32	50778	Bladder111
59x32	38343	Bladder111
62x53	25132	Bladder111
19x37	43778	Bladder111
43x5	31668	Bladder111
31x53	13544	Bladder111
11x34	23953	Bladder111
30x27	27503	Bladder111
6x45	29805	Bladder111
28x15	27805	Bladder111
55x60	16130	Bladder111
49x22	39243	Bladder111
43x45	31794	Bladder111
63x38	20297	Bladder111
10x32	19790	Bladder111
64x10	50958	Bladder111
66x5	51196	Bladder111
24x24	26349	Bladder111
24x13	51944	Bladder111
29x5	18726	Bladder111
5x38	55094	Bladder111
66x14	84180	Bladder111
54x64	13159	Bladder111
22x41	31899	Bladder111
49x20	47864	Bladder111
21x28	35220	Bladder111
17x23	58054	Bladder111
29x71	9674	Bladder111
10x6	23026	Bladder111
19x2	19972	Bladder111
46x41	53923	Bladder111
51x40	45918	Bladder111
47x56	13685	Bladder111
52x53	15686	Bladder111
66x53	21536	Bladder111
22x64	9564	Bladder111
20x35	33101	Bladder111
66x28	37202	Bladder111
39x52	25281	Bladder111
47x42	38959	Bladder111
9x40	48821	Bladder111
26x7	31045	Bladder111
13x63	9880	Bladder111
21x23	43075	Bladder111
60x9	46633	Bladder111
63x56	16525	Bladder111
31x14	36038	Bladder111
64x32	44774	Bladder111
28x16	36568	Bladder111
65x13	33540	Bladder111
66x44	29741	Bladder111
47x62	14819	Bladder111
39x37	56419	Bladder111
43x55	19551	Bladder111
26x4	13742	Bladder111
66x34	34151	Bladder111
12x53	14065	Bladder111
20x54	16233	Bladder111
40x3	43051	Bladder111
43x49	30999	Bladder111
42x10	44403	Bladder111
9x67	17619	Bladder111
53x25	51604	Bladder111
59x55	22825	Bladder111
32x49	21661	Bladder111
56x58	20381	Bladder111
13x25	37520	Bladder111
59x61	13394	Bladder111
4x45	34403	Bladder111
72x55	61571	Bladder111
9x24	53243	Bladder111
62x42	34312	Bladder111
19x11	36564	Bladder111
6x20	46064	Bladder111
27x3	20448	Bladder111
40x44	45275	Bladder111
15x9	39763	Bladder111
43x70	27455	Bladder111
52x66	28042	Bladder111
30x38	47706	Bladder111
62x52	22807	Bladder111
4x69	27011	Bladder111
11x2	16610	Bladder111
41x31	39680	Bladder111
40x38	56036	Bladder111
17x65	12849	Bladder111
44x42	43600	Bladder111
27x18	38938	Bladder111
2x41	49970	Bladder111
20x71	16062	Bladder111
20x22	28009	Bladder111
31x71	6906	Bladder111
65x33	20369	Bladder111
50x9	38046	Bladder111
72x6	22700	Bladder111
31x22	38137	Bladder111
41x37	31601	Bladder111
25x8	17290	Bladder111
48x9	60505	Bladder111
31x55	14191	Bladder111
24x64	12106	Bladder111
64x52	23219	Bladder111
62x26	62228	Bladder111
22x15	38349	Bladder111
51x39	48592	Bladder111
29x19	34460	Bladder111
32x13	20384	Bladder111
50x11	35797	Bladder111
39x44	46697	Bladder111
37x49	53638	Bladder111
4x61	15332	Bladder111
21x12	39072	Bladder111
33x3	36575	Bladder111
72x26	56237	Bladder111
22x23	40748	Bladder111
28x66	17620	Bladder111
60x7	26421	Bladder111
36x22	25344	Bladder111
52x58	20965	Bladder111
62x64	20830	Bladder111
28x3	24210	Bladder111
37x19	76370	Bladder111
41x26	43990	Bladder111
1x4	110164	Bladder111
21x11	38260	Bladder111
40x23	41321	Bladder111
41x38	32787	Bladder111
33x11	21242	Bladder111
45x32	35859	Bladder111
47x14	74473	Bladder111
66x68	44186	Bladder111
2x13	36257	Bladder111
24x69	21122	Bladder111
72x25	49625	Bladder111
3x8	30603	Bladder111
68x8	50503	Bladder111
66x71	9324	Bladder111
56x8	20195	Bladder111
25x51	11208	Bladder111
25x5	19516	Bladder111
26x13	51805	Bladder111
40x35	64051	Bladder111
2x50	53748	Bladder111
14x20	42729	Bladder111
3x37	51650	Bladder111
49x21	55428	Bladder111
34x16	29347	Bladder111
7x3	42660	Bladder111
18x41	5641	Bladder111
63x59	12336	Bladder111
20x49	12861	Bladder111
40x10	36169	Bladder111
37x32	65102	Bladder111
64x9	69490	Bladder111
72x19	28171	Bladder111
34x25	33817	Bladder111
7x51	17861	Bladder111
34x31	30177	Bladder111
49x48	47925	Bladder111
32x35	17552	Bladder111
64x69	30728	Bladder111
6x46	28105	Bladder111
47x24	32420	Bladder111
47x58	23640	Bladder111
26x64	11611	Bladder111
30x50	40338	Bladder111
10x20	44925	Bladder111
61x7	39105	Bladder111
57x34	57903	Bladder111
14x51	12778	Bladder111
62x34	41925	Bladder111
37x41	84897	Bladder111
70x69	36804	Bladder111
12x69	23658	Bladder111
44x51	14313	Bladder111
54x42	25634	Bladder111
36x53	11418	Bladder111
18x16	10506	Bladder111
46x34	34032	Bladder111
39x34	102059	Bladder111
68x55	26923	Bladder111
30x4	22606	Bladder111
16x65	14146	Bladder111
50x57	14869	Bladder111
43x24	41902	Bladder111
38x68	74494	Bladder111
22x55	13657	Bladder111
26x39	38738	Bladder111
27x11	23615	Bladder111
6x52	22669	Bladder111
67x9	52858	Bladder111
53x52	15691	Bladder111
65x50	32740	Bladder111
9x2	21182	Bladder111
3x17	45206	Bladder111
48x63	14976	Bladder111
29x64	15792	Bladder111
19x67	28535	Bladder111
11x71	21273	Bladder111
52x8	16444	Bladder111
49x38	27869	Bladder111
23x55	17789	Bladder111
16x4	13754	Bladder111
62x68	42514	Bladder111
16x59	15490	Bladder111
33x5	28644	Bladder111
42x67	41074	Bladder111
28x20	33911	Bladder111
43x64	23748	Bladder111
68x23	96104	Bladder111
13x16	49527	Bladder111
3x51	22155	Bladder111
39x47	74798	Bladder111
53x50	31565	Bladder111
18x11	4159	Bladder111
64x70	19982	Bladder111
37x42	76990	Bladder111
54x41	26586	Bladder111
59x50	28631	Bladder111
52x34	39557	Bladder111
23x62	19943	Bladder111
10x1	37619	Bladder111
62x60	16617	Bladder111
54x68	35312	Bladder111
25x59	19486	Bladder111
25x42	41929	Bladder111
16x51	8702	Bladder111
15x49	12291	Bladder111
39x71	21356	Bladder111
19x27	45595	Bladder111
72x54	52677	Bladder111
3x20	58460	Bladder111
16x17	27224	Bladder111
31x3	24723	Bladder111
67x27	49844	Bladder111
48x43	61220	Bladder111
55x59	18519	Bladder111
51x68	42848	Bladder111
13x60	13755	Bladder111
9x65	9948	Bladder111
45x27	37653	Bladder111
54x3	24660	Bladder111
5x17	49487	Bladder111
63x44	18817	Bladder111
42x23	41358	Bladder111
4x3	69718	Bladder111
3x16	57994	Bladder111
62x12	62117	Bladder111
30x22	35063	Bladder111
35x28	24885	Bladder111
52x46	35454	Bladder111
7x27	68337	Bladder111
48x69	37706	Bladder111
65x70	14099	Bladder111
47x55	19122	Bladder111
19x32	41635	Bladder111
31x4	17273	Bladder111
9x23	40048	Bladder111
34x55	11717	Bladder111
29x46	29745	Bladder111
14x12	29207	Bladder111
50x4	17453	Bladder111
72x47	33476	Bladder111
53x58	27013	Bladder111
49x47	39784	Bladder111
66x29	38678	Bladder111
70x67	48817	Bladder111
62x9	67751	Bladder111
45x5	28672	Bladder111
5x65	21277	Bladder111
48x57	22098	Bladder111
5x70	21080	Bladder111
29x57	8750	Bladder111
62x5	61905	Bladder111
56x24	30358	Bladder111
11x10	29912	Bladder111
26x67	18041	Bladder111
33x69	23336	Bladder111
15x16	33266	Bladder111
15x21	51496	Bladder111
3x36	51302	Bladder111
66x69	23533	Bladder111
40x71	19617	Bladder111
45x66	29311	Bladder111
33x54	19003	Bladder111
40x20	63356	Bladder111
15x52	10163	Bladder111
5x1	50855	Bladder111
57x19	36958	Bladder111
28x62	11138	Bladder111
48x20	54814	Bladder111
36x33	23610	Bladder111
3x28	56131	Bladder111
68x61	11844	Bladder111
22x18	43355	Bladder111
38x39	101817	Bladder111
27x8	14234	Bladder111
38x36	67831	Bladder111
51x48	55470	Bladder111
37x6	30650	Bladder111
33x59	18755	Bladder111
23x45	57527	Bladder111
12x9	33783	Bladder111
67x43	61084	Bladder111
41x28	34931	Bladder111
2x64	18794	Bladder111
8x72	71178	Bladder111
38x25	79700	Bladder111
5x69	27766	Bladder111
37x62	28074	Bladder111
51x44	24121	Bladder111
24x7	21902	Bladder111
13x14	57220	Bladder111
13x30	26540	Bladder111
9x66	16188	Bladder111
64x27	46689	Bladder111
18x65	1672	Bladder111
58x4	45555	Bladder111
46x63	8914	Bladder111
38x56	19374	Bladder111
70x24	84942	Bladder111
40x36	59314	Bladder111
67x10	38628	Bladder111
55x14	50132	Bladder111
26x10	22449	Bladder111
10x72	54308	Bladder111
11x54	18550	Bladder111
42x33	57336	Bladder111
7x30	49396	Bladder111
16x58	17746	Bladder111
5x63	15067	Bladder111
5x15	68614	Bladder111
20x59	13829	Bladder111
61x49	15035	Bladder111
55x30	46092	Bladder111
63x18	31896	Bladder111
22x42	31043	Bladder111
59x2	31502	Bladder111
9x49	18123	Bladder111
48x26	63617	Bladder111
28x52	12276	Bladder111
20x1	33565	Bladder111
22x13	33198	Bladder111
58x57	40550	Bladder111
56x40	32503	Bladder111
72x5	24111	Bladder111
70x15	156168	Bladder111
21x1	44983	Bladder111
29x20	38510	Bladder111
44x41	57277	Bladder111
25x20	46010	Bladder111
54x10	23547	Bladder111
3x54	43462	Bladder111
25x34	36823	Bladder111
56x38	24333	Bladder111
17x32	41173	Bladder111
19x57	17745	Bladder111
1x60	30347	Bladder111
19x38	31057	Bladder111
51x6	20614	Bladder111
16x9	39873	Bladder111
58x1	138558	Bladder111
6x54	30684	Bladder111
18x27	7948	Bladder111
24x5	22438	Bladder111
33x48	78102	Bladder111
42x54	24091	Bladder111
47x69	33960	Bladder111
28x34	31691	Bladder111
15x35	34436	Bladder111
66x33	27294	Bladder111
17x19	25909	Bladder111
59x3	35666	Bladder111
64x25	48541	Bladder111
13x38	43605	Bladder111
30x49	28468	Bladder111
31x52	14166	Bladder111
65x17	35306	Bladder111
53x4	21403	Bladder111
32x6	15621	Bladder111
28x70	15607	Bladder111
17x45	33665	Bladder111
64x42	42259	Bladder111
5x51	21690	Bladder111
5x32	52615	Bladder111
54x50	31429	Bladder111
10x68	22685	Bladder111
72x7	30855	Bladder111
19x55	19390	Bladder111
15x17	23695	Bladder111
7x58	25282	Bladder111
35x46	27058	Bladder111
46x54	22131	Bladder111
25x67	23549	Bladder111
7x6	30177	Bladder111
38x14	86179	Bladder111
60x2	30814	Bladder111
5x6	47731	Bladder111
67x54	30804	Bladder111
17x4	14477	Bladder111
13x57	13466	Bladder111
51x50	31997	Bladder111
38x11	43348	Bladder111
19x21	49322	Bladder111
50x64	14261	Bladder111
