X	fragments	sample
17x31	37584	Breast_BM01
11x31	32119	Breast_BM01
3x53	13227	Breast_BM01
27x53	10483	Breast_BM01
36x50	3596	Breast_BM01
18x66	7487	Breast_BM01
14x62	6413	Breast_BM01
35x67	4113	Breast_BM01
36x20	3827	Breast_BM01
26x21	30371	Breast_BM01
41x1	118364	Breast_BM01
55x67	4346	Breast_BM01
68x20	16055	Breast_BM01
1x61	11877	Breast_BM01
36x3	13783	Breast_BM01
3x3	74596	Breast_BM01
49x28	33007	Breast_BM01
26x2	21006	Breast_BM01
20x9	20998	Breast_BM01
44x69	6702	Breast_BM01
33x30	25058	Breast_BM01
39x46	85826	Breast_BM01
24x56	10801	Breast_BM01
60x19	18822	Breast_BM01
27x61	5616	Breast_BM01
52x60	11479	Breast_BM01
38x17	63347	Breast_BM01
12x50	26835	Breast_BM01
60x32	29869	Breast_BM01
1x28	64338	Breast_BM01
66x19	13203	Breast_BM01
33x2	31181	Breast_BM01
38x23	70306	Breast_BM01
2x57	15466	Breast_BM01
27x54	12355	Breast_BM01
4x47	29068	Breast_BM01
35x6	16450	Breast_BM01
13x7	19662	Breast_BM01
20x67	8826	Breast_BM01
35x19	13098	Breast_BM01
68x45	32573	Breast_BM01
35x66	3859	Breast_BM01
13x1	31284	Breast_BM01
5x48	41106	Breast_BM01
28x23	25605	Breast_BM01
26x55	12280	Breast_BM01
25x72	2628	Breast_BM01
65x68	4703	Breast_BM01
42x70	7400	Breast_BM01
8x26	20137	Breast_BM01
19x50	19839	Breast_BM01
3x67	7664	Breast_BM01
65x51	7062	Breast_BM01
21x5	64460	Breast_BM01
26x62	6629	Breast_BM01
14x34	31220	Breast_BM01
18x49	12533	Breast_BM01
25x46	22789	Breast_BM01
42x37	24736	Breast_BM01
42x2	53800	Breast_BM01
68x38	31240	Breast_BM01
2x6	57543	Breast_BM01
9x68	16646	Breast_BM01
6x34	27419	Breast_BM01
41x24	21703	Breast_BM01
11x67	10649	Breast_BM01
24x37	30399	Breast_BM01
35x68	4873	Breast_BM01
34x46	29027	Breast_BM01
72x22	26128	Breast_BM01
7x60	12957	Breast_BM01
59x42	15456	Breast_BM01
33x6	41869	Breast_BM01
7x29	24814	Breast_BM01
23x24	20751	Breast_BM01
50x51	7325	Breast_BM01
46x67	8976	Breast_BM01
15x48	28276	Breast_BM01
70x65	3015	Breast_BM01
57x45	15675	Breast_BM01
37x23	98125	Breast_BM01
41x46	35999	Breast_BM01
18x8	19865	Breast_BM01
58x70	5460	Breast_BM01
56x15	9755	Breast_BM01
58x18	27068	Breast_BM01
1x29	72276	Breast_BM01
43x11	69904	Breast_BM01
33x36	26409	Breast_BM01
63x22	24942	Breast_BM01
24x66	9420	Breast_BM01
9x47	22382	Breast_BM01
70x3	53804	Breast_BM01
59x22	32525	Breast_BM01
32x30	21412	Breast_BM01
35x23	11435	Breast_BM01
40x17	51045	Breast_BM01
38x18	68993	Breast_BM01
29x24	27768	Breast_BM01
32x11	21990	Breast_BM01
61x72	2904	Breast_BM01
39x49	22925	Breast_BM01
47x63	7301	Breast_BM01
45x62	7235	Breast_BM01
39x64	29258	Breast_BM01
65x66	4735	Breast_BM01
23x31	38895	Breast_BM01
29x55	18260	Breast_BM01
60x46	14600	Breast_BM01
15x32	31488	Breast_BM01
3x1	54694	Breast_BM01
47x48	47352	Breast_BM01
36x51	1197	Breast_BM01
61x37	28460	Breast_BM01
14x59	9784	Breast_BM01
42x27	18650	Breast_BM01
26x41	22659	Breast_BM01
56x34	17413	Breast_BM01
34x40	26557	Breast_BM01
6x50	25945	Breast_BM01
41x9	42943	Breast_BM01
46x29	42723	Breast_BM01
40x4	32767	Breast_BM01
20x17	13446	Breast_BM01
43x14	39767	Breast_BM01
28x30	27098	Breast_BM01
33x13	27914	Breast_BM01
23x17	23277	Breast_BM01
17x43	25638	Breast_BM01
18x6	35027	Breast_BM01
6x62	10012	Breast_BM01
66x21	29498	Breast_BM01
67x61	3653	Breast_BM01
30x67	10608	Breast_BM01
21x64	8462	Breast_BM01
36x54	1676	Breast_BM01
37x34	113972	Breast_BM01
62x36	33150	Breast_BM01
44x45	46772	Breast_BM01
35x17	15028	Breast_BM01
27x7	25115	Breast_BM01
35x42	8965	Breast_BM01
62x63	5158	Breast_BM01
32x68	9526	Breast_BM01
62x13	25059	Breast_BM01
31x63	6713	Breast_BM01
14x69	8874	Breast_BM01
31x42	22298	Breast_BM01
39x33	226008	Breast_BM01
32x3	38928	Breast_BM01
4x53	10795	Breast_BM01
18x35	42339	Breast_BM01
24x48	27944	Breast_BM01
52x63	11750	Breast_BM01
51x36	21338	Breast_BM01
6x49	9221	Breast_BM01
43x56	11759	Breast_BM01
15x31	30765	Breast_BM01
39x4	37330	Breast_BM01
56x69	3947	Breast_BM01
25x6	84072	Breast_BM01
19x33	183127	Breast_BM01
30x61	7010	Breast_BM01
17x55	10417	Breast_BM01
1x66	13844	Breast_BM01
40x45	79700	Breast_BM01
55x11	21193	Breast_BM01
6x65	4893	Breast_BM01
3x34	57882	Breast_BM01
44x32	29665	Breast_BM01
1x47	49084	Breast_BM01
28x61	6017	Breast_BM01
59x40	15707	Breast_BM01
3x40	23040	Breast_BM01
7x63	9680	Breast_BM01
7x56	16402	Breast_BM01
46x49	9997	Breast_BM01
23x68	16541	Breast_BM01
62x16	18798	Breast_BM01
11x30	31410	Breast_BM01
12x34	25297	Breast_BM01
34x1	109086	Breast_BM01
10x31	22448	Breast_BM01
42x66	9893	Breast_BM01
60x52	9312	Breast_BM01
18x17	20682	Breast_BM01
30x51	12605	Breast_BM01
64x45	46065	Breast_BM01
20x19	33070	Breast_BM01
21x8	25380	Breast_BM01
27x64	7548	Breast_BM01
36x21	8874	Breast_BM01
44x34	31449	Breast_BM01
63x48	19883	Breast_BM01
62x57	12653	Breast_BM01
62x49	4157	Breast_BM01
48x54	12811	Breast_BM01
45x30	26691	Breast_BM01
63x60	7757	Breast_BM01
54x22	16456	Breast_BM01
40x51	26545	Breast_BM01
63x40	15644	Breast_BM01
34x72	2040	Breast_BM01
57x41	16070	Breast_BM01
3x7	31891	Breast_BM01
58x20	53386	Breast_BM01
5x11	45072	Breast_BM01
6x51	8513	Breast_BM01
26x26	27462	Breast_BM01
67x62	4494	Breast_BM01
5x39	25179	Breast_BM01
70x26	23925	Breast_BM01
40x32	66732	Breast_BM01
15x54	9256	Breast_BM01
67x50	31816	Breast_BM01
20x70	10031	Breast_BM01
55x66	5522	Breast_BM01
61x29	19040	Breast_BM01
44x22	24447	Breast_BM01
72x43	53044	Breast_BM01
12x6	35354	Breast_BM01
28x22	33064	Breast_BM01
64x36	40262	Breast_BM01
22x28	23505	Breast_BM01
56x11	14496	Breast_BM01
16x14	23173	Breast_BM01
47x37	42953	Breast_BM01
36x16	3121	Breast_BM01
12x57	9813	Breast_BM01
38x72	5837	Breast_BM01
29x70	9601	Breast_BM01
37x65	20659	Breast_BM01
38x62	27497	Breast_BM01
14x33	133134	Breast_BM01
45x45	29013	Breast_BM01
59x54	11707	Breast_BM01
46x36	29214	Breast_BM01
51x31	28839	Breast_BM01
17x48	33605	Breast_BM01
61x17	12644	Breast_BM01
22x11	17437	Breast_BM01
30x45	29174	Breast_BM01
46x59	10539	Breast_BM01
38x45	70160	Breast_BM01
65x25	22537	Breast_BM01
68x2	47581	Breast_BM01
21x48	36856	Breast_BM01
40x58	28698	Breast_BM01
13x2	22544	Breast_BM01
17x53	11004	Breast_BM01
46x64	7980	Breast_BM01
9x57	14371	Breast_BM01
1x44	42906	Breast_BM01
12x37	15024	Breast_BM01
16x13	18818	Breast_BM01
42x21	33874	Breast_BM01
31x20	31996	Breast_BM01
55x69	3795	Breast_BM01
36x2	4170	Breast_BM01
44x10	36328	Breast_BM01
24x38	27248	Breast_BM01
70x49	6774	Breast_BM01
8x2	14927	Breast_BM01
66x47	33773	Breast_BM01
61x35	25829	Breast_BM01
23x4	23800	Breast_BM01
41x42	28960	Breast_BM01
38x61	20243	Breast_BM01
66x42	12790	Breast_BM01
1x25	83420	Breast_BM01
12x4	13771	Breast_BM01
43x15	22077	Breast_BM01
66x66	3418	Breast_BM01
59x41	15192	Breast_BM01
64x41	23275	Breast_BM01
27x6	39795	Breast_BM01
46x21	24679	Breast_BM01
44x71	17733	Breast_BM01
42x55	17468	Breast_BM01
57x61	4303	Breast_BM01
56x47	14547	Breast_BM01
55x45	12925	Breast_BM01
21x15	25261	Breast_BM01
34x11	28977	Breast_BM01
72x48	30279	Breast_BM01
35x51	4734	Breast_BM01
22x51	8162	Breast_BM01
54x18	31091	Breast_BM01
40x67	17763	Breast_BM01
47x28	33406	Breast_BM01
34x56	9358	Breast_BM01
45x33	86177	Breast_BM01
72x30	20005	Breast_BM01
27x40	28338	Breast_BM01
52x14	25207	Breast_BM01
57x17	12615	Breast_BM01
11x58	29708	Breast_BM01
66x49	9281	Breast_BM01
59x56	7297	Breast_BM01
43x4	32646	Breast_BM01
30x16	28427	Breast_BM01
32x17	21045	Breast_BM01
58x65	5733	Breast_BM01
31x49	8676	Breast_BM01
62x41	13944	Breast_BM01
68x24	22526	Breast_BM01
64x17	12091	Breast_BM01
2x61	9188	Breast_BM01
16x47	17079	Breast_BM01
20x33	153459	Breast_BM01
19x64	7232	Breast_BM01
6x68	10638	Breast_BM01
13x64	10869	Breast_BM01
47x39	31899	Breast_BM01
61x13	13204	Breast_BM01
49x15	14406	Breast_BM01
63x67	5197	Breast_BM01
66x70	6777	Breast_BM01
45x10	19095	Breast_BM01
13x67	11989	Breast_BM01
16x3	47350	Breast_BM01
20x58	16745	Breast_BM01
30x5	28636	Breast_BM01
36x69	1909	Breast_BM01
24x50	27270	Breast_BM01
26x34	33332	Breast_BM01
49x41	34786	Breast_BM01
43x26	29426	Breast_BM01
56x55	13243	Breast_BM01
70x39	27296	Breast_BM01
53x13	12702	Breast_BM01
40x41	57509	Breast_BM01
32x27	24045	Breast_BM01
48x58	15920	Breast_BM01
41x41	28236	Breast_BM01
14x66	7066	Breast_BM01
43x6	35900	Breast_BM01
47x51	8584	Breast_BM01
61x22	16049	Breast_BM01
28x69	8136	Breast_BM01
28x9	44691	Breast_BM01
51x17	29006	Breast_BM01
53x36	12532	Breast_BM01
58x53	14348	Breast_BM01
70x19	14330	Breast_BM01
6x7	27634	Breast_BM01
28x41	26074	Breast_BM01
64x54	13564	Breast_BM01
36x9	5245	Breast_BM01
24x35	32003	Breast_BM01
20x24	11259	Breast_BM01
29x10	33130	Breast_BM01
4x63	11270	Breast_BM01
60x22	21850	Breast_BM01
30x1	100353	Breast_BM01
37x12	94422	Breast_BM01
70x58	9240	Breast_BM01
50x54	11101	Breast_BM01
53x41	24028	Breast_BM01
56x18	20391	Breast_BM01
13x58	22451	Breast_BM01
66x37	25898	Breast_BM01
30x20	46277	Breast_BM01
65x64	4722	Breast_BM01
2x29	53529	Breast_BM01
38x8	58820	Breast_BM01
18x14	26015	Breast_BM01
34x67	7890	Breast_BM01
47x64	8229	Breast_BM01
42x9	52383	Breast_BM01
40x47	89819	Breast_BM01
21x72	2836	Breast_BM01
21x55	11037	Breast_BM01
59x21	41813	Breast_BM01
40x13	61399	Breast_BM01
44x36	25468	Breast_BM01
64x56	15005	Breast_BM01
43x13	39986	Breast_BM01
28x63	6171	Breast_BM01
22x9	19503	Breast_BM01
6x27	21441	Breast_BM01
41x68	11265	Breast_BM01
28x58	11459	Breast_BM01
42x15	35767	Breast_BM01
29x51	15480	Breast_BM01
67x20	22975	Breast_BM01
72x16	40430	Breast_BM01
40x21	58690	Breast_BM01
62x47	21001	Breast_BM01
55x43	16345	Breast_BM01
68x22	35228	Breast_BM01
62x51	7896	Breast_BM01
51x25	39258	Breast_BM01
9x38	20927	Breast_BM01
72x35	37289	Breast_BM01
33x64	7669	Breast_BM01
32x9	27756	Breast_BM01
11x51	9571	Breast_BM01
45x18	31609	Breast_BM01
68x27	18162	Breast_BM01
39x50	60388	Breast_BM01
46x46	37586	Breast_BM01
57x22	41329	Breast_BM01
8x46	14732	Breast_BM01
11x55	12474	Breast_BM01
52x15	14416	Breast_BM01
39x7	50339	Breast_BM01
5x56	13622	Breast_BM01
21x3	84608	Breast_BM01
11x60	7500	Breast_BM01
14x6	34173	Breast_BM01
40x37	53200	Breast_BM01
35x69	4244	Breast_BM01
38x1	104222	Breast_BM01
46x43	23788	Breast_BM01
51x41	39455	Breast_BM01
32x1	60106	Breast_BM01
24x34	34518	Breast_BM01
2x7	43311	Breast_BM01
6x4	33413	Breast_BM01
12x31	25570	Breast_BM01
30x11	32444	Breast_BM01
25x40	44876	Breast_BM01
24x49	6442	Breast_BM01
30x41	31921	Breast_BM01
20x15	13599	Breast_BM01
33x7	33105	Breast_BM01
62x62	4613	Breast_BM01
45x70	5582	Breast_BM01
15x6	49223	Breast_BM01
20x32	30070	Breast_BM01
27x33	132867	Breast_BM01
58x31	27291	Breast_BM01
61x18	17532	Breast_BM01
52x39	53092	Breast_BM01
34x42	17116	Breast_BM01
72x51	13445	Breast_BM01
22x44	20273	Breast_BM01
27x9	42057	Breast_BM01
45x58	17870	Breast_BM01
45x13	28104	Breast_BM01
16x15	12110	Breast_BM01
64x34	27239	Breast_BM01
38x24	59444	Breast_BM01
6x5	46267	Breast_BM01
17x16	27739	Breast_BM01
62x35	35638	Breast_BM01
14x65	5640	Breast_BM01
62x70	3680	Breast_BM01
28x46	20613	Breast_BM01
30x70	8895	Breast_BM01
48x50	23607	Breast_BM01
48x64	9428	Breast_BM01
14x68	10913	Breast_BM01
5x34	45130	Breast_BM01
8x56	11311	Breast_BM01
44x40	36131	Breast_BM01
22x4	15887	Breast_BM01
44x35	38967	Breast_BM01
37x15	43737	Breast_BM01
22x57	9106	Breast_BM01
53x64	9627	Breast_BM01
25x54	15811	Breast_BM01
21x37	39324	Breast_BM01
57x68	7289	Breast_BM01
47x22	23276	Breast_BM01
38x65	16534	Breast_BM01
54x31	29471	Breast_BM01
72x2	15895	Breast_BM01
20x3	54460	Breast_BM01
26x50	25704	Breast_BM01
54x48	14580	Breast_BM01
17x39	19861	Breast_BM01
27x28	27078	Breast_BM01
33x51	11590	Breast_BM01
17x11	19598	Breast_BM01
56x61	5435	Breast_BM01
50x26	41514	Breast_BM01
5x44	20150	Breast_BM01
25x44	19714	Breast_BM01
56x56	11141	Breast_BM01
6x29	29284	Breast_BM01
8x52	6472	Breast_BM01
56x20	28189	Breast_BM01
55x48	10289	Breast_BM01
33x21	39497	Breast_BM01
54x38	22375	Breast_BM01
15x38	20483	Breast_BM01
24x58	12407	Breast_BM01
32x8	17355	Breast_BM01
53x43	15483	Breast_BM01
43x23	27094	Breast_BM01
59x27	11802	Breast_BM01
72x58	23794	Breast_BM01
34x13	25762	Breast_BM01
49x12	16281	Breast_BM01
57x29	26572	Breast_BM01
7x25	32784	Breast_BM01
11x64	9405	Breast_BM01
35x33	93515	Breast_BM01
45x15	17773	Breast_BM01
30x48	45280	Breast_BM01
43x31	38784	Breast_BM01
57x65	4287	Breast_BM01
61x26	16702	Breast_BM01
16x56	7204	Breast_BM01
6x38	20927	Breast_BM01
15x18	15131	Breast_BM01
62x27	9698	Breast_BM01
23x67	15168	Breast_BM01
13x62	10414	Breast_BM01
72x28	20051	Breast_BM01
21x32	34118	Breast_BM01
70x59	5745	Breast_BM01
36x17	5269	Breast_BM01
55x29	44382	Breast_BM01
10x33	130613	Breast_BM01
66x43	28412	Breast_BM01
26x43	19659	Breast_BM01
65x35	27084	Breast_BM01
61x21	22926	Breast_BM01
60x26	19870	Breast_BM01
53x51	5769	Breast_BM01
3x9	48470	Breast_BM01
22x49	7844	Breast_BM01
61x48	15095	Breast_BM01
34x47	29589	Breast_BM01
44x27	32571	Breast_BM01
21x9	25728	Breast_BM01
45x43	20791	Breast_BM01
6x41	27801	Breast_BM01
12x70	6279	Breast_BM01
28x13	10362	Breast_BM01
32x31	27770	Breast_BM01
64x68	7532	Breast_BM01
10x5	23980	Breast_BM01
6x25	26684	Breast_BM01
47x15	18416	Breast_BM01
40x54	33162	Breast_BM01
37x38	91708	Breast_BM01
45x59	9407	Breast_BM01
20x34	43454	Breast_BM01
46x13	30481	Breast_BM01
9x41	31372	Breast_BM01
68x49	6726	Breast_BM01
57x51	5580	Breast_BM01
24x18	15168	Breast_BM01
25x45	23588	Breast_BM01
2x20	93919	Breast_BM01
54x12	13054	Breast_BM01
26x42	19759	Breast_BM01
33x14	26432	Breast_BM01
3x4	20272	Breast_BM01
66x15	6948	Breast_BM01
40x69	20849	Breast_BM01
19x40	19260	Breast_BM01
26x46	17051	Breast_BM01
21x40	32025	Breast_BM01
36x27	3146	Breast_BM01
12x63	5388	Breast_BM01
40x48	115783	Breast_BM01
47x33	88899	Breast_BM01
15x58	15857	Breast_BM01
44x31	33576	Breast_BM01
43x18	37867	Breast_BM01
42x26	24678	Breast_BM01
38x57	28069	Breast_BM01
65x45	33233	Breast_BM01
5x29	61391	Breast_BM01
1x20	131214	Breast_BM01
43x37	33441	Breast_BM01
60x53	12458	Breast_BM01
60x43	31096	Breast_BM01
68x4	15946	Breast_BM01
16x36	19476	Breast_BM01
70x38	29794	Breast_BM01
50x38	43328	Breast_BM01
55x24	18080	Breast_BM01
26x36	26663	Breast_BM01
27x60	6747	Breast_BM01
21x60	10089	Breast_BM01
15x55	10780	Breast_BM01
70x42	26941	Breast_BM01
49x66	7702	Breast_BM01
4x35	30473	Breast_BM01
7x32	20607	Breast_BM01
42x4	30772	Breast_BM01
19x1	107095	Breast_BM01
4x56	9827	Breast_BM01
3x46	49957	Breast_BM01
54x70	3315	Breast_BM01
1x24	72723	Breast_BM01
42x17	26703	Breast_BM01
44x5	28017	Breast_BM01
36x43	2748	Breast_BM01
32x33	120853	Breast_BM01
39x60	23689	Breast_BM01
49x10	23063	Breast_BM01
63x53	10919	Breast_BM01
67x64	3929	Breast_BM01
24x27	14482	Breast_BM01
56x14	19023	Breast_BM01
35x22	11617	Breast_BM01
35x15	7136	Breast_BM01
48x62	14812	Breast_BM01
52x55	13059	Breast_BM01
41x71	10574	Breast_BM01
14x67	7790	Breast_BM01
58x69	6815	Breast_BM01
63x14	33577	Breast_BM01
42x8	35426	Breast_BM01
39x20	61488	Breast_BM01
64x38	40746	Breast_BM01
45x39	40118	Breast_BM01
16x71	6978	Breast_BM01
50x30	21213	Breast_BM01
20x64	7112	Breast_BM01
31x48	37102	Breast_BM01
25x24	21438	Breast_BM01
7x37	23697	Breast_BM01
3x57	11938	Breast_BM01
64x64	9401	Breast_BM01
38x21	72903	Breast_BM01
18x21	18112	Breast_BM01
37x37	99104	Breast_BM01
5x52	12913	Breast_BM01
24x68	10794	Breast_BM01
31x15	10240	Breast_BM01
3x58	16564	Breast_BM01
62x45	33654	Breast_BM01
36x61	1169	Breast_BM01
4x7	23447	Breast_BM01
32x26	23887	Breast_BM01
30x59	9677	Breast_BM01
70x21	19413	Breast_BM01
37x27	69439	Breast_BM01
12x30	20461	Breast_BM01
44x52	12087	Breast_BM01
64x19	16815	Breast_BM01
19x10	19156	Breast_BM01
48x70	9816	Breast_BM01
17x9	27552	Breast_BM01
23x33	215339	Breast_BM01
25x58	17624	Breast_BM01
59x31	31730	Breast_BM01
25x35	43115	Breast_BM01
60x15	8522	Breast_BM01
10x62	8029	Breast_BM01
40x52	30250	Breast_BM01
47x21	25800	Breast_BM01
64x39	39486	Breast_BM01
4x27	16118	Breast_BM01
28x71	5855	Breast_BM01
61x66	4093	Breast_BM01
35x63	2911	Breast_BM01
70x27	18703	Breast_BM01
44x68	11474	Breast_BM01
29x54	23233	Breast_BM01
34x8	21459	Breast_BM01
20x60	7913	Breast_BM01
22x46	22115	Breast_BM01
10x36	18939	Breast_BM01
10x59	15857	Breast_BM01
11x1	30182	Breast_BM01
56x32	19198	Breast_BM01
17x50	24863	Breast_BM01
56x51	5749	Breast_BM01
65x42	11797	Breast_BM01
70x37	23499	Breast_BM01
54x25	37963	Breast_BM01
12x36	15399	Breast_BM01
7x31	19906	Breast_BM01
15x11	17310	Breast_BM01
51x13	19317	Breast_BM01
23x61	8590	Breast_BM01
56x46	14676	Breast_BM01
45x63	6056	Breast_BM01
72x17	18818	Breast_BM01
22x33	164744	Breast_BM01
25x29	39119	Breast_BM01
21x29	32870	Breast_BM01
33x72	2223	Breast_BM01
5x37	32926	Breast_BM01
68x3	67107	Breast_BM01
2x46	65413	Breast_BM01
56x60	6117	Breast_BM01
49x65	5595	Breast_BM01
46x14	40308	Breast_BM01
61x64	5188	Breast_BM01
43x17	31905	Breast_BM01
13x53	10385	Breast_BM01
41x59	10518	Breast_BM01
60x57	9122	Breast_BM01
44x38	43887	Breast_BM01
19x59	9992	Breast_BM01
31x28	22755	Breast_BM01
35x47	15060	Breast_BM01
46x17	29482	Breast_BM01
32x48	33129	Breast_BM01
15x40	18801	Breast_BM01
5x2	27367	Breast_BM01
1x30	74304	Breast_BM01
33x53	18740	Breast_BM01
27x39	26390	Breast_BM01
9x11	13953	Breast_BM01
27x22	35499	Breast_BM01
57x36	16965	Breast_BM01
31x72	1990	Breast_BM01
10x40	23070	Breast_BM01
60x49	7149	Breast_BM01
29x65	8724	Breast_BM01
25x22	41613	Breast_BM01
58x25	32191	Breast_BM01
52x68	12243	Breast_BM01
16x10	17593	Breast_BM01
43x57	11012	Breast_BM01
6x6	34709	Breast_BM01
3x29	34032	Breast_BM01
53x27	14590	Breast_BM01
51x10	12181	Breast_BM01
52x29	54436	Breast_BM01
59x23	17017	Breast_BM01
1x49	16609	Breast_BM01
6x57	14919	Breast_BM01
29x9	53904	Breast_BM01
25x3	79072	Breast_BM01
28x54	14724	Breast_BM01
21x66	9462	Breast_BM01
60x34	21743	Breast_BM01
52x32	29259	Breast_BM01
35x54	8192	Breast_BM01
51x11	18680	Breast_BM01
63x26	16022	Breast_BM01
35x12	7445	Breast_BM01
29x35	41612	Breast_BM01
66x18	10203	Breast_BM01
70x62	4222	Breast_BM01
66x32	12000	Breast_BM01
68x66	6332	Breast_BM01
23x1	55024	Breast_BM01
15x37	26982	Breast_BM01
9x33	157388	Breast_BM01
42x41	26578	Breast_BM01
72x29	23156	Breast_BM01
46x69	7602	Breast_BM01
68x16	18847	Breast_BM01
42x48	61567	Breast_BM01
61x45	16384	Breast_BM01
30x17	35165	Breast_BM01
30x39	28100	Breast_BM01
51x27	29013	Breast_BM01
46x72	11026	Breast_BM01
35x35	16015	Breast_BM01
45x8	12443	Breast_BM01
51x24	16174	Breast_BM01
16x50	21048	Breast_BM01
55x52	5271	Breast_BM01
43x27	25294	Breast_BM01
56x44	11486	Breast_BM01
63x65	5717	Breast_BM01
26x66	9610	Breast_BM01
45x40	30688	Breast_BM01
54x46	13511	Breast_BM01
58x23	30215	Breast_BM01
64x60	9626	Breast_BM01
5x53	14971	Breast_BM01
70x40	28459	Breast_BM01
41x64	13480	Breast_BM01
28x59	8200	Breast_BM01
40x22	59210	Breast_BM01
37x40	91022	Breast_BM01
8x11	24775	Breast_BM01
63x50	17494	Breast_BM01
14x16	14585	Breast_BM01
38x67	19999	Breast_BM01
37x3	281402	Breast_BM01
1x23	95363	Breast_BM01
33x42	21655	Breast_BM01
23x5	60506	Breast_BM01
59x45	12169	Breast_BM01
29x68	16453	Breast_BM01
37x66	27860	Breast_BM01
37x11	98045	Breast_BM01
67x52	9177	Breast_BM01
12x65	4899	Breast_BM01
23x7	39267	Breast_BM01
27x27	23913	Breast_BM01
24x61	5637	Breast_BM01
68x28	20808	Breast_BM01
5x62	11268	Breast_BM01
66x23	25365	Breast_BM01
51x22	43272	Breast_BM01
23x43	29190	Breast_BM01
6x60	13738	Breast_BM01
35x41	11641	Breast_BM01
21x63	8696	Breast_BM01
65x65	3173	Breast_BM01
31x57	7012	Breast_BM01
7x10	33871	Breast_BM01
31x59	7839	Breast_BM01
34x66	8141	Breast_BM01
41x72	4513	Breast_BM01
2x60	12935	Breast_BM01
34x12	23023	Breast_BM01
37x13	78430	Breast_BM01
23x46	26602	Breast_BM01
41x5	36374	Breast_BM01
64x44	33027	Breast_BM01
49x13	15969	Breast_BM01
64x62	7969	Breast_BM01
22x3	45251	Breast_BM01
27x67	8949	Breast_BM01
21x53	11288	Breast_BM01
29x59	12255	Breast_BM01
68x51	8169	Breast_BM01
18x72	3528	Breast_BM01
26x35	32467	Breast_BM01
33x33	187930	Breast_BM01
25x36	36394	Breast_BM01
20x56	9554	Breast_BM01
51x58	13957	Breast_BM01
6x8	41670	Breast_BM01
27x44	16294	Breast_BM01
3x6	46828	Breast_BM01
14x31	30727	Breast_BM01
6x43	30238	Breast_BM01
68x42	22977	Breast_BM01
56x65	4460	Breast_BM01
17x33	199136	Breast_BM01
63x42	20623	Breast_BM01
66x58	19674	Breast_BM01
2x53	16519	Breast_BM01
14x50	27202	Breast_BM01
45x61	6862	Breast_BM01
52x59	12706	Breast_BM01
26x63	6211	Breast_BM01
16x41	13295	Breast_BM01
58x30	23055	Breast_BM01
43x60	11990	Breast_BM01
24x33	135461	Breast_BM01
9x30	36250	Breast_BM01
35x43	10896	Breast_BM01
17x56	9890	Breast_BM01
39x40	64383	Breast_BM01
26x28	27940	Breast_BM01
15x71	7215	Breast_BM01
56x16	16528	Breast_BM01
18x51	10336	Breast_BM01
27x20	26091	Breast_BM01
19x70	11942	Breast_BM01
26x71	6179	Breast_BM01
23x10	23887	Breast_BM01
19x47	27085	Breast_BM01
52x12	16255	Breast_BM01
63x19	14660	Breast_BM01
4x37	28062	Breast_BM01
14x35	22688	Breast_BM01
25x2	30885	Breast_BM01
19x12	17976	Breast_BM01
20x45	23734	Breast_BM01
20x10	17104	Breast_BM01
53x57	9239	Breast_BM01
28x55	13849	Breast_BM01
19x14	24485	Breast_BM01
5x26	37790	Breast_BM01
34x52	14216	Breast_BM01
54x62	5908	Breast_BM01
50x45	23258	Breast_BM01
67x55	11338	Breast_BM01
35x5	11251	Breast_BM01
14x30	26019	Breast_BM01
16x67	5913	Breast_BM01
33x23	25683	Breast_BM01
43x38	40816	Breast_BM01
25x69	10623	Breast_BM01
43x53	18420	Breast_BM01
43x21	32937	Breast_BM01
50x36	25741	Breast_BM01
38x30	58839	Breast_BM01
4x62	7229	Breast_BM01
67x53	8245	Breast_BM01
42x25	39783	Breast_BM01
54x32	31049	Breast_BM01
3x52	13107	Breast_BM01
36x24	4690	Breast_BM01
17x54	10535	Breast_BM01
52x26	44433	Breast_BM01
60x70	4231	Breast_BM01
10x57	14253	Breast_BM01
44x47	32765	Breast_BM01
3x43	34040	Breast_BM01
55x46	13018	Breast_BM01
38x55	35255	Breast_BM01
62x37	32050	Breast_BM01
18x12	16093	Breast_BM01
33x45	29589	Breast_BM01
39x72	7315	Breast_BM01
62x31	17109	Breast_BM01
3x60	11178	Breast_BM01
23x14	33753	Breast_BM01
32x10	18080	Breast_BM01
44x66	8881	Breast_BM01
41x18	31890	Breast_BM01
12x33	147110	Breast_BM01
9x59	17390	Breast_BM01
54x45	15046	Breast_BM01
51x49	6864	Breast_BM01
32x14	16493	Breast_BM01
25x55	14884	Breast_BM01
42x24	21855	Breast_BM01
9x61	7889	Breast_BM01
45x16	25451	Breast_BM01
6x28	20871	Breast_BM01
29x3	68047	Breast_BM01
31x33	134272	Breast_BM01
59x49	4868	Breast_BM01
45x21	21378	Breast_BM01
41x22	29718	Breast_BM01
53x42	13118	Breast_BM01
56x52	5523	Breast_BM01
33x4	18339	Breast_BM01
72x60	7794	Breast_BM01
32x41	24582	Breast_BM01
59x51	8664	Breast_BM01
68x15	16858	Breast_BM01
26x11	41011	Breast_BM01
4x9	38183	Breast_BM01
52x19	26843	Breast_BM01
31x10	18396	Breast_BM01
43x33	91423	Breast_BM01
54x56	9347	Breast_BM01
46x38	41863	Breast_BM01
